ID,Visit,SA,Date_Time,Date,Time,Stage,Q1ExperienceNum,Q1Experience,Q1Report,Q2AwakeNum,Q2Awake,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q14b,Q15,Q16,Q17,Q18,Q19,Q20,Q20b,Notes,Int,FILE_NOT_FOUND,DIFF_FROM_EVENT_SECONDS,DIN_EVENTS_WITHIN_TWO_MINUTES,MFF_FILE_HAS_NO_EVENTS_TO_IMPORT,ENTRY_MATCHED_AWAKENING_NO,N1,N2,N3,REM,WAKE,OFFLINE_SLEEP_SCORE,PATH,SES_PATH,PATH_UNIQUE
2004,3,7,09/15/0015 04:55,,4:55 AM,2.0,1.0,NoReport,,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,,PR,,21.712,1,,7.0,0.0,0.0,1.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2004/eeg/ses-3/awakening-7-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2004/eeg/ses-3,2004/eeg/ses-3/awakening-7-cleaned2_nrem.set
2004,3,4,09/15/0015 02:04,,2:04 AM,2.0,2.0,Something,wondering when alarm would go off again,1.0,Awake,,,,,,,,,,,,,,,,,,,,,,PR,,82.493,1,,4.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2004/eeg/ses-3/awakening-4-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2004/eeg/ses-3,2004/eeg/ses-3/awakening-4-cleaned2_nrem.set
2004,3,5,09/15/0015 03:57,,3:57 AM,2.0,3.0,Report,dinner table with family,2.0,Asleep,3.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,,PR,,11.896,1,,5.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2004/eeg/ses-3/awakening-5-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2004/eeg/ses-3,2004/eeg/ses-3/awakening-5-cleaned2_nrem.set
2004,3,6,09/15/0015 04:28,,4:28 AM,2.0,1.0,NoReport,,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,,PR,,49.97,1,,6.0,0.0,0.0,1.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2004/eeg/ses-3/awakening-6-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2004/eeg/ses-3,2004/eeg/ses-3/awakening-6-cleaned2_nrem.set
2005,3,1,09/18/0015 00:31,,12:31 AM,2.0,2.0,Something,"Central things, thinking of things before going to bed",1.0,Awake,,,,,,,,,,,,,,,,,,,,,,PR,,50.16,1,,1.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-3/awakening-1-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-3,2005/eeg/ses-3/awakening-1-cleaned2_nrem.set
2005,3,2,09/18/0015 01:49,,1:49 AM,2.0,1.0,NoReport,felt like falling asleep,1.0,Awake,,,,,,,,,,,,,,,,,,,,,,PR,,59.898,2,,2.0,0.0,1.0,1.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-3/awakening-2-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-3,2005/eeg/ses-3/awakening-2-cleaned2_nrem.set
2005,3,4,09/18/0015 03:51,,3:51 AM,2.0,1.0,NoReport,,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,,PR,,44.433,2,,4.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-3/awakening-4-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-3,2005/eeg/ses-3/awakening-4-cleaned2_nrem.set
2005,3,5,09/18/0015 04:28,,4:28 AM,2.0,1.0,NoReport,,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,,PR,,64.557,1,,5.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-3/awakening-5-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-3,2005/eeg/ses-3/awakening-5-cleaned2_nrem.set
2005,1,2,11/19/0014 02:58,,2:58 AM,2.0,3.0,Report,"trying to get back to sleep, trying to get physically comfortable",1.0,Awake,,,,,,,,,,,,,,,,,,,,,,GK,,74.845,1,,2.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-1/awakening-2-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-1,2005/eeg/ses-1/awakening-2-cleaned2_nrem.set
2005,1,6,11/19/0014 04:40,,4:40 AM,2.0,1.0,NoReport,,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,,GK,,16.489,1,,6.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-1/awakening-6-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-1,2005/eeg/ses-1/awakening-6-cleaned2_nrem.set
2005,1,9,11/19/0014 07:01,,7:01 AM,2.0,3.0,Report,"I was thinking about my children, I was grateful. I felt like I was fallng asleep",2.0,Asleep,4.0,4.0,4.0,3.0,0.0,5.0,0.0,0.0,5.0,0.0,-1.0,0.0,,3.0,0.0,0.0,0.0,0.0,2.0,"content, hopeful, thankful",,GK,,12.942,1,,9.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-1/awakening-9-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-1,2005/eeg/ses-1/awakening-9-cleaned2_nrem.set
2005,1,7,11/19/0014 05:34,,5:34 AM,2.0,1.0,NoReport,,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,,GK,,32.679,1,,7.0,0.0,1.0,1.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-1/awakening-7-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-1,2005/eeg/ses-1/awakening-7-cleaned2_nrem.set
2005,1,3,11/19/0014 03:18,,3:18 AM,2.0,2.0,Something,I was trying to relax and go back to sleep,1.0,Awake,,,,,,,,,,,,,,,,,,,,,,GK,,36.667,1,,3.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-1/awakening-3-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-1,2005/eeg/ses-1/awakening-3-cleaned2_nrem.set
2005,1,4,11/19/0014 03:39,,3:39 AM,2.0,1.0,NoReport,,3.0,Unsure,,,,,,,,,,,,,,,,,,,,,,GK,,49.084,1,,4.0,0.0,1.0,1.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-1/awakening-4-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-1,2005/eeg/ses-1/awakening-4-cleaned2_nrem.set
2005,1,8,11/19/0014 06:18,,6:18 AM,2.0,1.0,NoReport,,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,,GK,,62.382,1,,8.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-1/awakening-8-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-1,2005/eeg/ses-1/awakening-8-cleaned2_nrem.set
2005,1,5,11/19/0014 04:08,,4:08 AM,2.0,1.0,NoReport,,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,,GK,,472.068,1,,5.0,0.0,1.0,1.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-1/awakening-5-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-1,2005/eeg/ses-1/awakening-5-cleaned2_nrem.set
2005,2,4,03/24/0015 04:14,,4:14 AM,2.0,1.0,NoReport,,3.0,Unsure,,,,,,,,,,,,,,,,,,,,,,JO,,23.331,1,,2.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-2/awakening-2-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-2,2005/eeg/ses-2/awakening-2-cleaned2_nrem.set
2005,2,5,03/24/0015 04:58,,4:58 AM,2.0,1.0,NoReport,,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,,JO,,27.788,1,,3.0,0.0,1.0,1.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-2/awakening-3-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-2,2005/eeg/ses-2/awakening-3-cleaned2_nrem.set
2005,2,6,03/24/0015 05:37,,5:37 AM,2.0,1.0,NoReport,,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,,JO,,15.771,1,,4.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-2/awakening-4-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-2,2005/eeg/ses-2/awakening-4-cleaned2_nrem.set
2005,2,7,03/24/0015 06:01,,6:01 AM,2.0,1.0,NoReport,,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,,JO,,16.5,1,,5.0,0.0,0.0,1.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-2/awakening-5-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2005/eeg/ses-2,2005/eeg/ses-2/awakening-5-cleaned2_nrem.set
2006,1,1,12/05/0014 00:15,,12:15 AM,2.0,1.0,NoReport,,1.0,Awake,,,,,,,,,,,,,,,,,,,,,,AC,,17.977,1,,1.0,0.0,0.0,1.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2006/eeg/ses-1/awakening-1-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2006/eeg/ses-1,2006/eeg/ses-1/awakening-1-cleaned2_nrem.set
2006,1,4,12/05/0014 02:05,,2:05 AM,2.0,3.0,Report,trying to go back to sleep,1.0,Awake,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-2.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,None,,AC,,217.574,1,,4.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2006/eeg/ses-1/awakening-4-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2006/eeg/ses-1,2006/eeg/ses-1/awakening-4-cleaned2_nrem.set
2006,1,6,12/05/0014 03:06,,3:06 AM,,1.0,NoReport,,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,"had to wake up with mic, put pulseox back on and checked headphones",AC,,38.228,3,,6.0,0.0,1.0,0.0,0.0,0.0,,/data/tvanasse/nccam3/data/sub-2006/eeg/ses-1/awakening-6-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2006/eeg/ses-1,2006/eeg/ses-1/awakening-6-cleaned2_nrem.set
2006,1,10,12/05/0014 05:23,,5:23 AM,2.0,2.0,Something,feeling tired,1.0,Awake,,,,,,,,,,,,,,,,,,,,,,AC,,87.98100000000002,2,,10.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2006/eeg/ses-1/awakening-10-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2006/eeg/ses-1,2006/eeg/ses-1/awakening-10-cleaned2_nrem.set
2006,1,9,12/05/0014 04:55,,4:55 AM,2.0,3.0,Report,thinking about food eating,1.0,Awake,3.0,4.0,4.0,4.0,2.0,4.0,2.0,0.0,2.0,2.0,-1.0,1.0,walking legs,2.0,1.0,1.0,1.0,0.0,-1.0,apprehensive,,AC,,23.075,3,,9.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2006/eeg/ses-1/awakening-9-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2006/eeg/ses-1,2006/eeg/ses-1/awakening-9-cleaned2_nrem.set
